 2.495760e-01 	 1.921734e+06 
 2.600789e-01 	 1.588994e+06 
 2.710378e-01 	 1.314227e+06 
 2.824649e-01 	 1.087256e+06 
 2.943712e-01 	 8.997617e+05 
 3.067674e-01 	 7.448342e+05 
 3.196647e-01 	 6.167941e+05 
 3.330741e-01 	 5.109503e+05 
 3.470065e-01 	 4.234333e+05 
 3.614726e-01 	 3.510423e+05 
 3.764829e-01 	 2.911515e+05 
 3.920476e-01 	 2.415813e+05 
 4.081763e-01 	 2.005418e+05 
 4.248780e-01 	 1.665501e+05 
 4.421608e-01 	 1.383898e+05 
 4.600320e-01 	 1.150492e+05 
 4.784979e-01 	 9.569661e+04 
 4.975638e-01 	 7.964416e+04 
 5.172344e-01 	 6.632334e+04 
 5.375128e-01 	 5.526411e+04 
 5.584012e-01 	 4.607812e+04 
 5.799002e-01 	 3.844426e+04 
 6.020091e-01 	 3.209732e+04 
 6.247251e-01 	 2.681731e+04 
 6.480434e-01 	 2.242266e+04 
 6.719575e-01 	 1.876271e+04 
 6.964593e-01 	 1.571296e+04 
 7.215386e-01 	 1.316995e+04 
 7.471833e-01 	 1.104817e+04 
 7.733793e-01 	 9.276618e+03 
 8.001103e-01 	 7.796400e+03 
 8.273579e-01 	 6.558719e+03 
 8.551015e-01 	 5.523062e+03 
 8.833182e-01 	 4.655756e+03 
 9.119832e-01 	 3.928818e+03 
 9.410690e-01 	 3.319036e+03 
 9.705464e-01 	 2.807081e+03 
 1.000383e+00 	 2.376848e+03 
 1.030547e+00 	 2.014972e+03 
 1.061000e+00 	 1.710293e+03 
 1.091706e+00 	 1.453523e+03 
 1.122625e+00 	 1.236906e+03 
 1.153716e+00 	 1.053968e+03 
 1.184934e+00 	 8.993130e+02 
 1.216236e+00 	 7.684230e+02 
 1.247576e+00 	 6.575221e+02 
 1.278906e+00 	 5.634473e+02 
 1.310177e+00 	 4.835585e+02 
 1.341339e+00 	 4.156298e+02 
 1.372345e+00 	 3.578004e+02 
 1.403143e+00 	 3.085067e+02 
 1.433684e+00 	 2.664334e+02 
 1.463921e+00 	 2.304749e+02 
 1.493803e+00 	 1.997018e+02 
 1.523283e+00 	 1.733309e+02 
 1.552311e+00 	 1.507020e+02 
 1.580839e+00 	 1.312552e+02 
 1.608818e+00 	 1.145269e+02 
 1.636201e+00 	 1.001110e+02 
 1.662946e+00 	 8.767110e+01 
 1.689011e+00 	 7.692034e+01 
 1.714358e+00 	 6.761503e+01 
 1.738952e+00 	 5.954864e+01 
 1.762756e+00 	 5.254554e+01 
 1.785740e+00 	 4.645621e+01 
 1.807872e+00 	 4.115336e+01 
 1.829124e+00 	 3.652850e+01 
 1.849473e+00 	 3.248836e+01 
 1.868895e+00 	 2.895354e+01 
 1.887373e+00 	 2.585608e+01 
 1.904889e+00 	 2.313754e+01 
 1.921431e+00 	 2.074777e+01 
 1.936987e+00 	 1.864366e+01 
 1.951550e+00 	 1.678824e+01 
 1.965116e+00 	 1.514939e+01 
 1.977683e+00 	 1.369956e+01 
 1.989251e+00 	 1.241497e+01 
 1.999824e+00 	 1.127497e+01 
 2.009407e+00 	 1.026176e+01 
 2.018009e+00 	 9.359817e+00 
 2.025640e+00 	 8.555682e+00 
 2.032313e+00 	 7.837731e+00 
 2.038042e+00 	 7.195727e+00 
 2.042843e+00 	 6.620833e+00 
 2.046735e+00 	 6.105284e+00 
 2.049737e+00 	 5.642299e+00 
 2.051871e+00 	 5.225974e+00 
 2.053159e+00 	 4.851074e+00 
 2.053624e+00 	 4.513113e+00 
 2.053292e+00 	 4.208041e+00 
 2.052187e+00 	 3.932352e+00 
 2.050338e+00 	 3.682934e+00 
 2.047770e+00 	 3.457031e+00 
 2.044512e+00 	 3.252253e+00 
 2.040591e+00 	 3.066456e+00 
 2.036038e+00 	 2.897742e+00 
 2.030879e+00 	 2.744477e+00 
 2.025143e+00 	 2.605084e+00 
 2.018864e+00 	 2.478340e+00 
 2.012074e+00 	 2.363168e+00 

